|223.196.196.134|GET|/autodiscover/autodiscover.json?@zdi/Powershell|{}|{"@zdi/Powershell":""}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"33/11KV Pellakuru Sub Station","mobile_num":"9966006302,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.247.45"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"33/11 KV Pennipalli (Naidu Pet","mobile_num":"9966006302,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.247.29"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"235171_GANGADEVAPALLI GP","mobile_num":"9121106816,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.203.211"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"33/11 KV SIRASANAMBEDU SS","mobile_num":"9966006302,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.247.133"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"33/11KV Vajjavaripalem SS","mobile_num":"9966885564,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.238.67"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"210620-KOLLIVALASA GP","mobile_num":"9121106939,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.209.195"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"211567-BHYRIVANIPETA GP","mobile_num":"9121106939,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.209.175"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"212613-KONDAPALEM GP","mobile_num":"7995054948,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.210.223"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"33/11 KV B Kinthda SS","mobile_num":"8885370962,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.241.105"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"215071_KOLAMURU GP","mobile_num":"9154970475,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.200.181"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"235143_THUMMEDALAPADU GP","mobile_num":"9121106816,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.203.207"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"235140_BASIREDDIPALLI GP","mobile_num":"9121106816,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.203.201"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"235142_MAREDDIPALLI GP","mobile_num":"9121106816,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.203.205"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"235139_VENKATACHELAMPALLI GP","mobile_num":"9121106816,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.203.209"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"235141_CHANDALUR GP","mobile_num":"9121106816,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.203.203"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"2535136-POTTHAVARAM GP","mobile_num":"9121106816,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.203.73"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"204610-KAMBALADINNE GP","mobile_num":"9121101449,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.208.79"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"212415-KINTALAVANIPETA GP","mobile_num":"7995054948,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.210.199"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"200239-KOTHIVANIPALEM GP","mobile_num":"9121101448,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.202.193"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"213131-GUTCHIMI GP","mobile_num":"9000505845,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.210.179"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"33/11 KV Tetagunta SS","mobile_num":"9652345331,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.194.49"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"212042-K.KOTAPADU GP","mobile_num":"9395144391,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.211.151"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"235137-DEVARAM GP","mobile_num":"9121106816,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.203.71"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"212219-REDDIPALLE.AGRAHARAM GP","mobile_num":"9121106939,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.211.129"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"33/11 KV Palthuru SS","mobile_num":"9121296011,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.239.41"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"213072-GOLLAPETA DASAN OLT BBN","mobile_num":"7995054948,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.217.147"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"212936-BHEEMAVARAM DASAN OLT B","mobile_num":"7995054948,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.217.163"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"212955-SATHAMVALASA DASAN OLT ","mobile_num":"7995054948,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.217.85"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"211587-THANDEMVALSA DASAN OLT ","mobile_num":"8099765307,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.218.57"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":" 211520-GONDI DASAN OLT BBNL","mobile_num":"9000505845,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.218.11"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"203584-ENAMADALA GP","mobile_num":"8977945137,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.201.185"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"210617-K Munagavalasa GP","mobile_num":"8099765307,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.218.153"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"200538-VENIGANDLA GP","mobile_num":"9121101448,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.202.109"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"213176-Veeranarayanam GP","mobile_num":"7995054948,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.217.173"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"213233-PEDAKRISHNARAJUPURAM GP","mobile_num":"7995054948,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.217.199"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"203044-Gurrajupalem GP","mobile_num":"9121101445,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.201.143"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"210861-JALANTHRAKOTA GP","mobile_num":"8099765307,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.218.163"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"210859-Gokarnapuram GP","mobile_num":"8099765307,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.218.165"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"212218-POTNURU GP","mobile_num":"9121106939,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.211.127"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"211384-SOMARAJUPETA GP","mobile_num":"7995054948,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.218.97"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"211543-BESI_RAMACHANDRAPURAM G","mobile_num":"8099765307,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.218.179"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"213224-KONDAGANGUPUDI GP","mobile_num":"7995054948,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.217.201"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"198914-PENNAPERURU GP","mobile_num":"9121101446,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.205.53"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"199995-ASODIVARIPALEM GP","mobile_num":"8523064793,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.202.131"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"200006-MARUPROVARIPALEM GP","mobile_num":"8523064793,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.202.135"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"211160-ANNAVARAM GP","mobile_num":"8099765307,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.209.97"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"212348-pinapenki GP","mobile_num":"7995054948,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.17.129.5"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"213192-kusumuru GP","mobile_num":"7995054948,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.17.129.7"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"211518-DARAPADU GP","mobile_num":"9000505845,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.218.209"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"213217-BODDAM GP","mobile_num":"7995054948,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.17.129.41"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/inventory/updatebbnlboxinvntrydtls|{"data":{"adhr_nu":788080909419,"actvn_dt":null,"agnt_id":103001206,"apsf_unq_id":0,"apsfl_bbnl":4,"blng_cntct_nm":"","blng_cycle_id":0,"blng_dstrct_id":15,"blng_eml1_tx":"","blng_house_flat_no":"Mangampet ","blng_lnd_nu":null,"blng_lcly_tx":"obulavaripalli ","blng_mndl_id":44,"blng_buildingname":"obulavaripalli mandal ","blng_pn_cd":516105,"blng_ste_id":0,"blng_std_cd":8566,"blng_streetname":"","blng_vlge_id":15288,"blble_caf_in":0,"caf_type_id":1,"cnctn_sts_id":1,"cst_at":"291.00","cpe_pop_id":2274,"crnt_caf_sts_id":1,"crnt_pckge_id":"79","custInfo":{"adhr_nu":788080909419,"actvn_dt":null,"apsfl_bbnl":4,"blng_cntct_nm":"","blng_dstrct_id":15,"blng_eml1_tx":"","blng_house_flat_no":"Mangampet ","blng_lnd_nu":null,"blng_lcly_tx":"obulavaripalli mandal ","blng_mndl_id":44,"blng_buildingname":"obulavaripalli mandal ","blng_pn_cd":516105,"blng_ste_id":1,"blng_std_cd":8566,"blng_streetname":"","blng_vlge_id":15288,"custmrTyp":"","dob_dt":"2003-03-21","frst_nm":"Vinay Datta Krishna Reddy ","frqncy_id":1,"gndr_id":1,"instl_buildingname":"obulavaripalli mandal ","instl_chk_ind":false,"instl_house_flat_no":"Mangampet ","instl_pincode":516105,"instl_state":1,"instl_streetname":"","lst_nm":"Mopuru","loc_dstrct_id":15,"loc_eml1_tx":"","loc_lnd_nu":null,"loc_lmdle1_nu":"9182550657","loc_lcly_tx":"obulavaripalli ","loc_mndl_id":44,"loc_std_cd":8566,"loc_vlge_id":15288,"mdlr_nm":"","mbl_nu":9182550657,"pan_nu":"","pop_id":2274,"rltve_nm":"","tle_nm":"Mr"},"custmrTyp":"","dob_dt":"2003-03-21","dprmnt_id":0,"efcte_dt":"2016-10-18","enty_sts_id":1,"expry_dt":"9999-12-31","frst_nm":"Vinay Datta Krishna Reddy ","frqncy_id":1,"gndr_id":1,"inst_amt":"","instl_buildingname":"obulavaripalli mandal ","instl_chk_ind":true,"instl_house_flat_no":"Mangampet ","instl_pincode":516105,"instl_state":1,"instl_streetname":"","iptv_bx_amt":null,"iptv_bx_emi":"0","iptv_bx_own":"Yes","iptv_bx_srl_num":"MK4RRRG431V1692","iptv_bx_up_amt":"0","iptv_mac_addr_tx":"9C:65:EE:70:8A:C5","iptv_mdl":"IPTV Basic Box-UPF:0","iptv_stpbx_id":956018015,"lst_nm":"Mopuru","lat":0,"lvl1_slt":4,"lvl2_slt":4,"lvl3_slt":1,"lg_id":"lag::","loc_eml1_tx":"","loc_lmdle1_nu":"9182550657","loc_lcly_tx":"obulavaripalli ","loc_dstrct_id":15,"loc_lnd_nu":null,"loc_mndl_id":44,"loc_std_cd":8566,"loc_vlge_id":15288,"lng":0,"mdlr_nm":"","mbl_nu":"9182550657","olt_acs_nde_id":"249237","olt_crd_nu":1,"olt_id":1066,"olt_ip_addr_tx":"172.16.249.237","olt_prt_nm":5,"olt_prt_id":5718,"olt_prt_splt_tx":"4-4-1","olt_srl_nu":"9111100218","onu_amt":"50","onu_emi":"50","onu_id":120,"onu_mac_addr_tx":"9C:65:EE:6C:30:01","onu_mdl":"DSN-COMBO","onu_own":0,"onu_srl_nu":"DSNW266c3000","onu_stpbx_id":956018005,"onu_up_frmt_amt":"0","orgsn_cd":"","pan_nu":"","pop_id":2274,"prnt_cstmr_id":0,"prv_Dtls":{"accessId":"9c65.ee6c.30019c65.ee6c.3001","address":"Mangampet ,,obulavaripalli ","admin":"1","card":1,"contactno":"9182550657","countryCode":"INDIA","countryISO2":"IN","districtCode":"Annamayya","downstreamTrafficProfileName":" ","emailid":"","fec":"true","firstname":"Vinay Datta Krishna Reddy ","fup":"7Mbps_UP_20Mbps_DOWN","identityProofId":0,"ipAddress":"172.16.249.237","lastname":"Mopuru","mandal":"OBULAVARIPALLE","name":"","nativeVlan":false,"networkServiceName":"HSI","olt_srl_nu":"9111100218","onuId":120,"partnerCode":"LMO2001331","profileName":"DSN-COMBO","registerType":"1","serialNumber":"44534E57266C3000","srvcs":[{"chrge_at":0,"cre_srvce_id":2,"gst_at":0,"srvcpk_id":62,"srvcpk_nm":"Free To Air"},{"chrge_at":0,"cre_srvce_id":3,"gst_at":0,"srvcpk_id":31,"srvcpk_nm":"Basic VOIP Services"},{"chrge_at":246.61,"cre_srvce_id":1,"gst_at":44.39,"srvcpk_id":12,"srvcpk_nm":"20Mbps-150GB-2Mbps"}],"stateCode":"AP","swUpgradeMode":"2","tp":5,"tps":["2"],"upstreamTrafficProfileName":"APSFL_7mbps 4474","village":"MANGAMPETA","aghra_cd":"172.16.249.237-1-13-120-HSI","adjstdPrt":13,"aaa_cd":"lag:249237:1:5:120","crps_mdlwr_in":1,"ds_mdlwr_in":0,"vndr":3,"ztevlan":null,"iptv_crnt_pckge_id":"79","newFup":"7Mbps_UP_20Mbps_DOWN","servicepacks":[{"servicepack":"Free To Air","expirydate":"29991231"}],"ZTEstatus":false,"adhr_nu":788080909419,"actvn_dt":null,"agnt_id":103001206,"apsf_unq_id":0,"apsfl_bbnl":4,"blng_cntct_nm":"","blng_cycle_id":0,"blng_dstrct_id":15,"blng_eml1_tx":"","blng_house_flat_no":"Mangampet ","blng_lnd_nu":null,"blng_lcly_tx":"obulavaripalli ","blng_mndl_id":44,"blng_buildingname":"obulavaripalli mandal ","blng_pn_cd":516105,"blng_ste_id":0,"blng_std_cd":8566,"blng_streetname":"","blng_vlge_id":15288,"blble_caf_in":0,"caf_type_id":1,"cnctn_sts_id":1,"cst_at":"291.00","cpe_pop_id":2274,"crnt_caf_sts_id":1,"crnt_pckge_id":"79","custInfo":{"adhr_nu":788080909419,"actvn_dt":null,"apsfl_bbnl":4,"blng_cntct_nm":"","blng_dstrct_id":15,"blng_eml1_tx":"","blng_house_flat_no":"Mangampet ","blng_lnd_nu":null,"blng_lcly_tx":"obulavaripalli mandal ","blng_mndl_id":44,"blng_buildingname":"obulavaripalli mandal ","blng_pn_cd":516105,"blng_ste_id":1,"blng_std_cd":8566,"blng_streetname":"","blng_vlge_id":15288,"custmrTyp":"","dob_dt":"2003-03-21","frst_nm":"Vinay Datta Krishna Reddy ","frqncy_id":1,"gndr_id":1,"instl_buildingname":"obulavaripalli mandal ","instl_chk_ind":false,"instl_house_flat_no":"Mangampet ","instl_pincode":516105,"instl_state":1,"instl_streetname":"","lst_nm":"Mopuru","loc_dstrct_id":15,"loc_eml1_tx":"","loc_lnd_nu":null,"loc_lmdle1_nu":"9182550657","loc_lcly_tx":"obulavaripalli ","loc_mndl_id":44,"loc_std_cd":8566,"loc_vlge_id":15288,"mdlr_nm":"","mbl_nu":9182550657,"pan_nu":"","pop_id":2274,"rltve_nm":"","tle_nm":"Mr"},"custmrTyp":"","dob_dt":"2003-03-21","dprmnt_id":0,"efcte_dt":"2016-10-18","enty_sts_id":1,"expry_dt":"9999-12-31","frst_nm":"Vinay Datta Krishna Reddy ","frqncy_id":1,"gndr_id":1,"inst_amt":"","instl_buildingname":"obulavaripalli mandal ","instl_chk_ind":true,"instl_house_flat_no":"Mangampet ","instl_pincode":516105,"instl_state":1,"instl_streetname":"","iptv_bx_amt":null,"iptv_bx_emi":"0","iptv_bx_own":"Yes","iptv_bx_srl_num":"MK4RRRG431V1692","iptv_bx_up_amt":"0","iptv_mac_addr_tx":"9C:65:EE:70:8A:C5","iptv_mdl":"IPTV Basic Box-UPF:0","iptv_stpbx_id":956018015,"lst_nm":"Mopuru","lat":0,"lvl1_slt":4,"lvl2_slt":4,"lvl3_slt":1,"lg_id":"lag::","loc_eml1_tx":"","loc_lmdle1_nu":"9182550657","loc_lcly_tx":"obulavaripalli ","loc_dstrct_id":15,"loc_lnd_nu":null,"loc_mndl_id":44,"loc_std_cd":8566,"loc_vlge_id":15288,"lng":0,"mdlr_nm":"","mbl_nu":"9182550657","olt_acs_nde_id":"249237","olt_crd_nu":1,"olt_id":1066,"olt_ip_addr_tx":"172.16.249.237","olt_prt_nm":5,"olt_prt_id":5718,"olt_prt_splt_tx":"4-4-1","onu_amt":"50","onu_emi":"50","onu_id":120,"onu_mac_addr_tx":"9C:65:EE:6C:30:01","onu_mdl":"DSN-COMBO","onu_own":0,"onu_srl_nu":"DSNW266c3000","onu_stpbx_id":956018005,"onu_up_frmt_amt":"0","orgsn_cd":"","pan_nu":"","pop_id":2274,"prnt_cstmr_id":0,"prv_Dtls":"[Circular ~.data.prv_Dtls]","rltve_nm":"","splt_id":59100474,"status":1,"tel_cns":"0","tle_nm":"Mr","aghora_cd":"172.16.249.237-1-13-120","prpd_in":0,"hsi_prfl_tx":"7Mbps_UP_20Mbps_DOWN","ott_pckge_nm":null,"ott_price":null,"cafNumber":200267180},"rltve_nm":"","splt_id":59100474,"status":1,"tel_cns":1,"tle_nm":"Mr","aghra_cd":"172.16.249.237-1-13-120-HSI","aghora_cd":"172.16.249.237-1-13-120","aaa_cd":"lag:249237:1:5:120","prpd_in":0,"hsi_prfl_tx":"7Mbps_UP_20Mbps_DOWN"},"caf_id":200267180,"user":{"frst_nm":"k neelima","pswrd_encrd_tx":"f7c3bc1d808e04732adf679965ccc34ca7ae3441","wallet_flag":1,"prpd_flag":1,"lst_nm":"jyothi","mrcht_id":1,"mrcht_nm":"Dreamstep Software Innovations","mrcht_usr_id":163005614,"pwd_chngd_in":0,"chng_lg_in":0,"hyrchy_id":1,"hyrchy_grp_id":1,"admn_in":0,"mrcht_usr_nm":"LMO2001331","mbl_nu":9493623035,"orgn_id":0,"dprts_id":0,"dsgn_id":0,"usr_ctgry_nm":"LMO","usr_ctgry_id":8,"usr_ctgry_ky":103001206,"sde_mnu_prfl_id":2000001,"mnu_prfle_id":5,"rpt_prfle_id":41,"stp_prfle_id":23,"app":"app","cmpnt_id":2,"user_id":163005614,"aud":"http://dreamstep.com","iss":"Dreamstep","sub":"163005614_user","iat":1704023027,"exp":1704033827,"jti":"5"}}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"214794-Mandalaparru GP","mobile_num":"9121106815,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.219.37"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"200015-VEDULLAPALLI GP","mobile_num":"8523064793,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.202.141"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"211257-GUPPIDIPETA GP","mobile_num":"8099765307,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.218.219"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"210684-VYKUNTAPURAM GP","mobile_num":"8099765307,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.218.223"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"down","olt_name":"212935-UDDANGI GP","mobile_num":"7995054948,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.17.129.17"},"down":0}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
|localhost:4500|POST|/apiv1/extApi/updateoltupdownFrmBss|{"aaa_cd":{"status":"up","olt_name":"196323-MEKALACHERUVU GP","mobile_num":"9154143286,9121101451,7569689696,9154349168,9100042123","olt_ip":"172.16.207.187"},"down":1}|{}|{"b":"","o":"","d":"","v":"","c":"","i":""}
